Pure ID,Journal ISSN
2164262147,
2164262128,
2164262045,0093-4690
2164262030,0004-637X
2164262012,
2164261954,1219-7580
2164261877,1368-8375
2164261849,0022-3549
2164261830,0020-3157
2164261720,2052-2630
2164261569,
2164261552,1862-4405
2164261541,
2164261526,1470-4129
2164261431,0196-8904
2164261416,0265-8240
2164261392,1054-139X
2164261379,
2164261234,0004-637X
2164261210,0021-8979
2164261177,0036-8075
2164261165,
2164261021,
2164261005,
2164260988,
2164260968,0021-8979
2164260923,
2164260882,0965-4283
2164260868,
2164260839,0168-9002
2164260818,0035-8711
2164260732,
2164260707,0090-0036
2164260687,
2164260674,0920-5632
2164260620,1433-7851
2164260589,1944-8244
2164260576,1537-260X
2164260561,
2164260129,0927-6505
2164260066,0004-637X
2164260025,0028-0836
2164260013,
2164259690,0091-2131
2164259649,1944-8244
2164259619,
2164259597,0960-8524
2164259143,1572-3097
2164259027,0140-6736
2164258943,
2164258941,1047-1987
2164258314,0004-637X
2164258023,0950-3153
2164258000,0378-7753
2164257960,1073-7928
2164256410,
2164256380,2168-2216
2164256362,0272-7757
2164256278,0943-3058
2164256098,1126-6708
2164256075,0021-7670
2164256036,0093-5301
2164256017,0002-7863
2164255763,0277-3791
2164255736,0927-6505
2164255685,
2164255636,0036-8075
2164255222,
2164255180,0022-2437
2164255153,0378-3758
2164255113,0027-8424
2164255062,0022-3816
2164254798,
2164254754,0022-0531
2164254731,1525-7797
2164254652,0031-9007
2164254496,2573-0436
2164254395,0033-3549
2164254371,0015-198X
2164254299,0169-8095
2164253548,0026-6620
2164253515,0162-1459
2164253480,0956-4624
2164253465,
2164253118,0165-1889
2164253054,
2164253033,
2164253013,0146-7239
2164252900,0002-8282
2164252880,0004-637X
2164252854,0926-3373
2164252836,1017-0405
2164252570,2041-8205
2164252514,1549-1277
2164252484,1364-503X
2164252469,
2164251883,
2164251854,1865-5025
2164251832,0094-1190
2164251807,0268-1153
2164251737,0006-341X
2164251708,
2164251689,
2164251676,0550-3213
2164251595,0307-0565
2164251568,1532-673X
2164251539,1044-3983
2164251321,0090-0036
2164251229,1364-0321
2164251209,0048-721X
2164251178,1382-5585
2164251141,1368-8375
2164251116,0277-9536
2164251104,
2164251044,0002-9432
2164250995,2050-7887
2164250939,
2164250920,
2164250897,2199-1073
2164250534,0301-9268
2164250481,0067-0049
2164250458,0953-8984
2164250448,
2164250001,0017-8322
2164249978,0587-4254
2164249972,
2164249941,2159-5399
2164249916,0022-3093
2164249891,2156-8693
2164249867,1744-683X
2164249569,0157-244X
2164249525,0036-8075
2164249501,
2164249481,0033-3158
2164249465,0031-9007
2164249397,0966-9795
2164249376,0012-9682
2164249342,0955-3959
2164249121,0192-2882
2164249003,0037-7961
2164248976,0009-2819
2164248919,
2164248774,0370-2693
2164248649,0004-637X
2164248627,1063-0198
2164248589,
2164248568,0022-2437
2164248482,0001-6918
2164248452,0722-5091
2164248423,1473-0197
2164248394,0033-3549
2164248361,0947-6539
2164248151,0168-9002
2164248129,
2164248101,1388-0764
2164248073,0090-5364
2164248041,0022-4499
2164248018,1081-602X
2164247997,0375-9474
2164247982,0008-6495
2164247918,1069-9384
2164247883,0267-6583
2164247865,0882-2689
2164247836,
2164247816,0732-2399
2164247702,1387-2176
2164247681,
2164247649,
2164247638,0262-4079
2164247564,
2164247483,1531-3204
2164247312,
2164247311,1090-9443
2164247189,0025-1909
2164247172,0004-6256
2164247147,1943-3921
2164247121,0960-8524
2164246835,2352-250X
2164246811,1011-372X
2164246790,
2164246414,0004-637X
2164246358,0964-4563
2164246327,1616-301X
2164246306,0920-8542
2164246130,0003-0554
2164246105,0894-9867
2164246080,1088-0224
2164246058,1047-7039
2164245794,0022-3263
2164245771,0007-1269
2164245746,0190-7409
2164245737,
2164245671,1570-7156
2164245636,
2164245634,
2164245603,0896-6273
2164245540,0001-4273
2164245515,
2164245497,
2164245477,0006-2960
2164245405,
2164245385,1550-4786
2164245350,1742-7061
2164245319,0959-8146
2164245222,0195-9131
2164245221,
2164245174,1465-1165
2164245148,0556-2813
2164245131,
2164245117,1550-7998
2164244811,2041-8205
2164244779,0013-936X
2164244759,0031-9384
2164244746,0017-8322
2164244471,
2164244444,
2164244208,0092-5853
2164244192,0046-3663
2164244157,1049-7315
2164244108,
2164244092,
2164244072,0378-4266
2164244039,0003-0554
2164243921,0004-637X
2164243706,
2164243678,0091-7435
2164243634,0041-9494
2164243367,0018-9340
2164243337,0042-0972
2164243314,1094-4087
2164243290,
2164243269,1745-3925
2164242969,0034-0006
2164242950,
2164242934,0556-2813
2164242908,2373-3799
2164242858,0098-7484
2164242838,0093-3813
2164242810,0096-1523
2164242796,
2164242714,0022-3093
2164242696,
2164242668,1471-2458
2164242637,0360-5442
2164242522,0161-5505
2164242496,1061-0278
2164242466,2451-9308
2164242446,2352-409X
2164242307,0098-7484
2164242241,0070-3370
2164242205,2169-9097
2164242181,0040-4039
2164242170,
2164241800,0004-637X
2164241775,1350-7265
2164241753,
2164241734,0886-2605
2164241675,0740-0551
2164241643,1869-6716
2164241620,
2164241608,0031-9007
2164241354,1045-9227
2164241329,0163-7525
2164241304,0886-2605
2164241275,1549-3296
2164241223,
2164241197,1937-3384
2164241177,1352-8165
2164241166,
2164240983,0272-8842
2164240872,2474-8684
2164240849,
2164240832,0001-4826
2164240569,
2164240530,0002-9432
2164240479,1747-0218
2164240462,
2164240198,0277-2426
2164240168,
2164240150,2469-9950
2164240134,
2164240017,1523-4614
2164239992,1387-3326
2164239842,
2164239792,1980-0436
2164239707,
2164239687,0021-9029
2164239664,0022-3476
2164239642,2169-9097
2164239358,0005-2728
2164239332,0004-637X
2164239295,1046-6673
2164239265,0922-6443
2164238951,0010-0277
2164238916,2090-1305
2164238899,
2164238878,1520-6106
2164238778,1086-9379
2164238746,0268-1080
2164238719,1078-4659
2164238698,1754-5692
2164238630,0020-7748
2164238609,
2164238598,0030-6126
2164238394,0004-6361
2164238348,0010-440X
2164238345,
2164238335,
2164238196,1531-7129
2164238167,
2164237908,0025-1909
2164237875,0003-598X
2164237848,0890-765X
2164237831,0020-8183
2164237781,1360-7863
2164237752,1045-9219
2164237727,
2164237703,0048-5772
2164237680,1550-7998
2164237597,0897-7151
2164237509,0084-6589
2164237493,1431-9276
2164237477,
2164237287,0375-9474
2164236913,1932-7447
2164236891,0378-7753
2164236861,
2164236844,0928-9917
2164236819,
2164236806,0025-7079
2164236754,
2164236726,2169-9097
2164236703,
2164236692,
2164236306,1435-9855
2164236258,1079-5014
2164236204,1525-7797
2164236179,1752-5098
2164235871,0935-9648
2164235792,0166-8595
2164235767,
2164235720,2158-379X
2164235070,1759-7323
2164235018,0013-936X
2164234951,
2164234934,0894-069X
2164234585,2069-0533
2164234553,0894-587X
2164234481,
2164234458,0148-0227
2164234187,
2164234158,0018-9294
2164234115,
2164233900,
2164233868,
2164233863,0943-4062
2164233833,0108-2701
2164233595,0022-3549
2164233576,1047-1987
2164233369,0304-4068
2164233319,0003-004X
2164233293,
2164233226,1479-358X
2164233057,1078-4659
2164233015,0022-0531
2164232986,0035-8711
2164232973,
2164232791,0146-9592
2164232781,
2164232761,
2164232736,1474-2640
2164232431,
2164232361,0304-4076
2164232349,
2164232338,
2164232110,0957-0233
2164232049,0884-0431
2164232035,
2164231627,0038-4038
2164231578,2169-9097
2164231561,
2164231518,0013-936X
2164231287,0163-7525
2164231151,0926-2601
2164231127,
2164231102,1471-2458
2164231052,
2164230597,1059-1478
2164230571,0070-3370
2164230556,0003-0279
2164230293,0022-2429
2164230268,
2164230238,1552-4450
2164230215,0090-5364
2164230129,
2164230115,0162-1459
2164230093,1949-8349
2164229926,0004-637X
2164229682,0167-482X
2164229668,
2164229652,0370-2693
2164229385,0003-0678
2164229368,1530-2016
2164229348,
2164229122,0898-2643
2164229023,0005-7967
2164229007,0095-2583
2164228991,
2164228974,0031-9007
2164228935,0034-6527
2164228915,0007-1234
2164228888,1087-3244
2164228861,0956-5515
2164228729,0004-6361
2164228692,0031-9007
2164228676,1752-1963
2164228513,0004-637X
2164228490,
2164228469,0034-6527
2164228462,
2164228167,0360-3199
2164228137,0897-7151
2164228113,0966-9795
2164228084,
2164227933,1550-7998
2164227896,1359-6462
2164227865,0193-1857
2164227843,0002-9947
2164227767,
2164227748,0360-7283
2164227724,
2164227707,1099-9949
2164227622,0090-0036
2164227596,0022-1082
2164227581,
2164227553,0021-9738
2164227495,2169-9097
2164227465,1087-2914
2164227429,0070-3370
2164227421,
2164227344,0003-2700
2164227311,0022-3654
2164227291,
2164227267,1557-9883
2164227134,0009-2509
2164227105,1937-3341
2164227086,
2164227070,0001-4842
2164226815,
2164226797,0927-6505
2164226775,0092-6566
2164226757,
2164226718,0092-5853
2164226694,1180-4009
2164226672,0013-936X
2164226647,0146-4833
2164226627,0192-2882
2164226367,
2164226346,2161-783X
2164226312,1070-9908
2164226287,0004-637X
2164226229,
2164226208,
2164226193,1073-7928
2164226163,0085-2538
2164226099,1523-4614
2164226023,0004-6361
2164226001,0036-9543
2164225977,0021-9290
2164225903,1557-1912
2164225882,0892-8649
2164225866,0935-1221
2164225620,0370-2693
2164225586,0044-118X
2164225356,0146-7239
2164225334,0003-3472
2164225306,0362-028X
2164225251,0023-9690
2164225130,2041-8205
2164225089,0167-4943
2164225073,0031-8116
2164224697,0365-0138
2164224649,0022-3549
2164224616,2325-5870
2164224594,2199-675X
2164224575,1745-3925
2164224558,1742-6588
2164224513,0163-4372
2164224492,1860-949X
2164224469,0046-9580
2164224451,0090-502X
2164224370,
2164224341,1363-4615
2164224312,1359-1789
2164224298,
2164224187,0035-8711
2164224152,0031-9007
2164224131,1745-2473
2164224110,0091-4150
2164224014,0304-3894
2164223998,0037-7961
2164223972,0014-3057
2164223948,0016-7037
2164223868,0882-7974
2164223838,1077-5595
2164223755,0038-6308
2164223314,0010-2180
2164223280,0021-8979
2164223251,0090-502X
2164223223,0003-066X
2164223202,0005-7894
2164223171,
2164223140,0028-0836
2164223118,0096-1523
2164223105,0028-0836
2164222826,0095-327X
2164222788,
2164222769,0009-2614
2164222743,1747-0218
2164222442,1081-0730
2164222397,
2164222380,1751-4517
2164222361,
2164222341,0164-0291
2164222258,2572-116X
2164222237,0031-9007
2164222207,1543-8384
2164222194,
2164222148,0090-5364
2164222111,0018-9340
2164222066,1064-5462
2164222051,
2164221977,
2164221957,0922-6168
2164221936,0020-0190
2164221859,0370-2693
2164221848,
2164221836,
2164221796,0013-936X
2164221778,
2164221760,0009-3920
2164221729,0883-4237
2164221703,0090-6778
2164221669,0269-7491
2164221648,0748-4518
2164221555,1558-9080
2164221525,0893-0341
2164221505,1354-8506
2164221483,1610-241X
2164221459,0920-5632
2164221403,0160-9009
2164221379,1087-3244
2164221352,0556-2813
2164221347,
2164221166,
2164221143,0192-5121
2164221115,0036-8075
2164221103,0167-7152
2164220821,
2164220806,0920-5632
2164220784,
2164220762,1041-4347
2164220657,0004-637X
2164220628,0954-2892
2164220604,
2164220592,0360-3199
2164220522,0166-8641
2164220486,0926-6801
2164220467,1382-5585
2164220347,0016-7037
2164220280,1528-3542
2164220162,
2164220105,0743-1619
2164219989,
2164219967,0010-4620
2164219943,0887-0624
2164219929,0738-2480
2164219830,
2164219819,
2164219795,0090-5364
2164219772,
2164219737,0022-5363
2164219715,0010-7999
2164219666,1530-6984
2164219442,0304-405X
2164219352,0021-8308
2164219317,
2164219298,0749-596X
2164219281,0021-8693
2164219240,1072-5369
2164219211,0894-9867
2164219194,0031-8205
2164218937,0002-7863
2164218907,1089-5647
2164218877,0022-3166
2164218858,
2164218558,
2164218538,0165-1781
2164218512,0922-6443
2164218496,0742-051X
2164218446,0013-9351
2164218412,0004-637X
2164218374,1520-6106
2164218357,
2164218243,0040-9383
2164218013,0022-0493
2164217993,0091-2131
2164217972,
2164217840,0021-972X
2164217815,
2164217793,0920-8542
2164217773,
2164217646,2157-8095
2164217622,1077-5595
2164217601,0162-8828
2164217570,0002-7863
2164217547,0012-7094
2164217260,0010-3853
2164217242,1044-3894
2164217215,0360-7283
2164217202,
2164216956,0927-6505
2164216940,0036-8075
2164216918,0272-9172
2164216887,
2164216868,0022-3514
2164216804,
2164216788,2365-757X
2164216736,1089-5647
2164216505,
2164216466,0922-6435
2164216363,0031-9007
2164216335,0361-6274
2164216307,0033-3549
2164216216,0740-817X
2164216179,0028-0836
2164216149,0947-6539
2164216129,0022-4391
2164215727,0028-0836
2164215703,0268-1153
2164215684,
2164215667,0093-5301
2164215589,
2164215564,0002-7863
2164215337,0027-8424
2164215321,0029-7844
2164215250,0146-4833
2164215227,0165-1889
2164215162,1470-2045
2164215139,0018-9251
2164214833,0015-718X
2164214805,1471-2458
2164214653,0004-637X
2164214601,2452-199X
2164214549,0272-6386
2164214480,0955-3959
2164213903,1560-3547
2164213843,1545-1151
2164213808,0920-5632
2164213762,1877-0509
2164213690,0022-3093
2164213617,
2164213509,
2164213334,0028-0836
2164213291,1462-3730
2164213209,
2164213182,0022-0078
2164213016,
2164212888,1879-8500
2164212869,0550-3213
2164212818,
2164212502,
2164212473,2470-0010
2164212427,0004-637X
2164212395,1524-2226
2164212021,1086-9379
2164211937,1081-0730
2164211900,
2164211887,0197-9183
2164211619,0968-6673
2164211499,2041-8205
2164211413,
2164211244,0929-5585
2164211229,
2164210811,0882-7974
2164210756,
2164210722,0894-3257
2164210701,0006-8047
2164210163,
2164210126,0037-8046
2164210008,0920-5861
2164209941,1041-6080
2164209923,0004-637X
2164209901,0028-0836
2164209590,
2164209560,1360-7863
2164209494,1754-5692
2164209264,1434-6621
2164209235,
2164209199,0890-1171
2164209190,
2164208793,0276-8739
2164208753,0004-6361
2164208728,
2164208701,1530-6984
2164208303,0920-5632
2164208287,
2164208207,
2164207955,0022-3506
2164207940,0022-1031
2164207848,
2164207826,0031-9007
2164207802,
2164207796,0022-4146
2164207537,1077-5595
2164207474,0148-0227
2164207448,0023-9216
2164207387,2470-0010
2164207364,0378-7753
2164207101,0091-7613
2164207075,0163-4372
2164207054,2041-5990
2164207033,0346-251X
2164206980,0909-0495
2164206959,
2164206945,
2164206923,0146-7239
2164206817,1359-7345
2164206589,0008-5472
2164206567,0362-1340
2164206548,
2164206487,1550-7998
2164206460,0090-6964
2164206437,
2164206424,0033-2933
2164206371,0269-994X
2164206351,
2164206076,
2164206059,0899-9007
2164206035,0002-7863
2164205991,2378-962X
2164205959,1726-541X
2164205936,1465-1165
2164205796,0031-9007
2164205768,0092-6566
2164205737,
2164205720,1089-5639
2164205501,2050-7488
2164205475,
2164205453,0022-3093
2164205443,
2164205359,0090-6778
2164205331,0163-7525
2164205309,0167-7152
2164205289,1350-4126
2164205237,0160-5682
2164205215,1754-5692
2164205187,0013-936X
2164205171,0375-9474
2164205131,0098-7484
2164205094,0004-637X
2164205057,0091-7435
2164205038,0042-9686
2164204935,
2164204746,
2164204689,
2164204670,1935-2212
2164204561,
2164204534,0947-6539
2164204275,
2164204255,1689-8311
2164204223,0379-5721
2164204183,0018-9456
2164204079,0148-0227
2164204051,0065-0668
2164204032,0022-3654
2164204014,0023-9216
2164203986,1382-5585
2164203961,0143-9782
2164203920,0031-8205
2164203885,0304-4076
2164203867,1086-9379
2164203848,
2164203828,0031-9007
2164203738,0022-1090
2164203722,
2164203687,0556-2813
2164203656,0890-765X
2164203449,
2164203403,0022-5053
2164203374,0003-004X
2164203337,0004-6361
2164203312,0002-7863
2164202217,0004-637X
2164202155,1543-8384
2164202135,1532-8759
2164202118,0024-6107
2164201464,1566-5844
2164201436,1525-755X
2164201198,2832-8450
2164201178,0304-405X
2164201072,0034-6748
2164201039,
2164201034,
2164201019,0021-1753
2164200199,0004-6256
2164200184,
2164199694,0034-6527
2164199441,1530-6984
2164199414,0017-9310
2164199396,0013-936X
2164199247,0268-4160
2164199218,2192-2640
2164199193,0278-3193
2164199168,0006-3444
2164198996,
2164198771,0956-7976
2164198749,
2164198732,0014-9187
2164198535,0026-2234
2164198329,1976-6696
2164198299,0162-0134
2164198271,1077-3142
2164198144,
2164198132,1053-1297
2164198090,
2164198053,0031-3203
2164197829,0036-8075
2164197811,
2164197706,
2164197681,0885-579X
2164197653,0003-004X
2164197637,0033-2917
2164197556,1069-9384
2164197533,0096-1523
2164197523,
2164197465,0048-5772
2164197371,
2164197224,
2164197205,
2164197085,0003-0554
2164197058,0891-2432
2164197033,1040-6182
2164196736,0012-9658
2164196710,2469-9950
2164196688,0035-9254
2164196669,
2164196596,0090-502X
2164196577,1044-4068
2164196530,0932-4569
2164196508,0048-9697
2164196482,1126-6708
2164196468,
2164196379,
2164196356,0004-637X
2164196337,0279-0750
2164196314,0047-2727
2164196221,0035-8711
2164196200,0370-2693
2164196177,1067-5027
2164196156,0038-092X
2164195508,1949-2715
2164195491,
2164195443,0002-9432
2164195439,
2164195337,0894-4105
2164195309,1382-5585
2164195279,2377-8253
2164195261,
2164195204,2167-6968
2164195176,2374-7838
2164195157,
2164195143,0920-5632
2164195072,2090-0708
2164195052,
2164195036,
2164195027,
2164194948,1013-0950
2164194908,0030-6665
2164194906,
2164194888,0741-6261
2164194817,0016-7037
2164194792,0021-9010
2164194773,
2164194759,
2164194668,0896-6273
2164194638,
2164194616,
2164194424,
2164194399,1386-9477
2164194368,
2164194351,2095-0462
2164194104,
2164194076,0001-4842
2164194054,2469-9950
2164194035,0272-9172
2164194013,0272-9172
2164193696,0036-8075
2164193654,0143-4004
2164193627,0020-7276
2164193614,
2164193505,0045-5091
2164193228,1086-9379
2164193112,0190-9320
2164193089,1523-7060
2164193074,1545-1151
2164192975,0004-637X
2164192953,
2164192935,0047-2727
2164192897,0735-0015
2164192865,0342-1791
2164192770,0022-4804
2164192521,
2164192499,
2164192447,
2164192425,1680-6905
2164192402,0342-1791
2164192376,0556-2821
2164192309,1476-1122
2164192271,2212-6864
2164192252,
2164192232,0190-7409
2164192073,1057-7149
2164192012,0927-6505
2164191985,1735-1472
2164191934,
2164191691,0022-2437
2164191527,0166-0462
2164191503,0149-2063
2164191262,
2164190376,1869-6716
2164189563,1757-4676
2164189520,1050-7256
2164189423,0734-371X
2164187908,2046-9128
2164187881,0196-6553
2164187858,0749-3797
2164187798,0016-7037
2164187786,0029-4624
2164187542,1051-0443
2164187514,1078-4659
2164187481,1746-6660
2164187470,
2164187348,0042-9686
2164187325,1055-324X
2164187287,
2164187163,
2164187129,0370-2693
2164187110,
2164187088,0043-8243
2164187055,1380-6653
2164186872,1943-3921
2164186843,
2164186825,0138-4821
2164186812,0550-3213
2164186514,0096-1523
2164186492,0920-654X
2164186462,
2164186447,
2164186343,0002-8282
2164186318,1367-4676
2164186302,
2164186284,0042-0859
2164186004,0278-7393
2164185984,
2164185963,1078-4659
2164185945,1543-3080
2164185652,0045-3102
2164185600,2572-116X
2164185460,0950-7051
2164185431,
2164185410,0004-637X
2164185393,
2164185306,
2164185284,0004-637X
2164185215,0031-9007
2164185185,1363-755X
2164185159,0363-7425
2164185134,
2164185116,0920-5632
2164185080,0021-8456
2164185043,0886-2605
2164185014,0890-765X
2164184999,0001-4842
2164184750,0258-9346
2164184728,1051-0443
2164184709,
2164184683,0090-0036
2164184610,0163-6804
2164184580,0022-3549
2164184561,0014-9187
2164184537,0090-5364
2164184504,0556-2821
2164184464,0003-598X
2164184429,0556-2813
2164184406,
2164184387,1079-5014
2164184302,0020-7314
2164184284,2326-8298
2164184243,
2164184228,
2164184110,0004-637X
2164184087,
2164184016,0003-066X
2164183928,1083-4362
2164183904,0021-8855
2164183870,1754-6834
2164183847,0047-259X
2164183732,0006-3444
2164183672,0269-9370
2164183654,
2164183617,
2164183536,0091-7435
2164183511,0169-409X
2164183486,1520-6106
2164183469,0020-1669
2164183392,
2164183352,0021-9797
2164183327,1884-4049
2164183287,1063-6692
2164183286,
2164183212,0268-1080
2164183182,
2164183151,0163-1829
2164183139,
2164182848,1079-5014
2164182819,
2164182787,
2164182768,0893-9454
2164182619,0022-0027
2164182591,0002-9378
2164182568,
2164182551,0042-9686
2164182284,0162-1459
2164182252,1754-5692
2164182228,0165-1889
2164181938,0004-637X
2164181890,0556-2821
2164181869,0015-704X
2164181850,0067-0049
2164181736,2329-4124
2164181691,2469-9985
2164181670,1029-8479
2164181651,0361-476X
2164181559,0010-3616
2164181504,
2164181485,1544-3566
2164181462,2334-2315
2164181017,
2164180996,1006-9283
2164180974,
2164180939,1878-5158
2164180893,0301-4215
2164180842,0190-7409
2164180777,1040-6182
2164180548,1063-6374
2164180517,0921-5093
2164180493,
2164180476,2469-9950
2164180346,0749-5978
2164180322,0963-7214
2164180306,
2164180189,0004-6256
2164180168,0002-7294
2164180147,
2164180132,0004-637X
2164179888,0021-9010
2164179852,1661-8556
2164179828,0002-7863
2164179751,2041-8205
2164179716,0027-8424
2164179702,
2164179689,
2164179556,0969-5893
2164179527,0749-3797
2164179509,
2164179492,0340-0727
2164179402,0031-4005
2164179382,1614-2446
2164179361,0304-4130
2164179347,
2164179311,2041-3866
2164179265,
2164179232,0002-7863
2164179206,
2164179180,0378-3758
2164179084,0923-0645
2164179054,0003-004X
2164179040,0363-7425
2164179006,0894-587X
2164178991,
2164178935,0092-6566
2164178873,0021-7670
2164178814,
2164178791,0002-9394
2164178610,
2164178595,
2164178567,1059-1478
2164178553,
2164178437,
2164178395,0148-8376
2164178144,1099-9949
2164178122,0034-6586
2164178102,0954-5794
2164178010,0010-2180
2164177982,0143-1161
2164177956,0010-2180
2164177940,
2164177880,0065-0668
2164177857,1133-0686
2164177834,0092-5853
2164177815,0013-936X
2164177731,1946-6234
2164177709,0376-6357
2164177690,0269-9931
2164177672,0003-066X
2164177630,0092-6566
2164177601,1063-6692
2164177586,0024-6301
2164177566,
2164177479,0743-166X
2164177451,1065-9129
2164177427,0022-3808
2164177409,0737-6782
2164177388,0190-7409
2164177314,0035-8711
2164177270,1946-6234
2164177241,1554-8929
2164177226,1049-0965
2164177061,
2164177038,0013-936X
2164177015,1932-6157
2164176991,0022-328X
2164176867,0034-6748
2164176851,0090-5054
2164176824,0265-4075
2164176525,0882-7974
2164176501,1364-503X
2164176478,
2164176454,0168-1923
2164176372,1090-5138
2164176320,1525-0008
2164176294,
2164176206,0004-637X
2164176170,0002-7863
2164176143,0003-066X
2164176116,0141-1594
2164176101,
2164176025,1674-7283
2164175999,1545-1151
2164175973,
2164175956,0018-2168
2164175892,1356-7500
2164175860,1543-3080
2164175837,0360-7283
2164175819,0014-9187
2164175739,1742-7355
2164175703,0090-0036
2164175680,
2164175579,0092-5853
2164175560,0045-3102
2164175539,1086-9379
2164175515,0140-525X
2164175119,
2164174961,0004-0002
2164174879,0162-3257
2164174838,0004-637X
2164174811,0164-0275
2164174473,0935-9648
2164174353,0375-9474
2164174289,0022-0515
2164174213,1559-128X
2164174000,1063-6919
2164173967,
2164173899,
2164173888,
2164173796,2001-0818
2164173757,1040-6182
2164173713,
2164173688,0090-5364
2164173306,0019-1035
2164173288,
2164173256,
2164173238,0163-4372
2164173054,0021-9606
2164173023,2194-1009
2164172968,0963-8016
2164172946,0002-9262
2164172659,0090-0036
2164172545,1462-317X
2164172377,
2164172363,0070-3370
2164171990,0840-8688
2164171953,0016-7037
2164171913,0005-1098
2164171910,
2164171639,1742-6588
2164171594,0025-1909
2164171572,0022-0981
2164171514,1751-200X
2164171255,0146-9592
2164171204,0749-3797
2164171185,0370-2693
2164171122,0163-5581
2164171037,0920-5632
2164170676,0047-2670
2164170599,0022-3514
2164170566,0957-4484
2164170502,0163-6545
2164170455,1369-7412
2164170220,0793-8934
2164170169,1549-9618
2164170131,1065-9129
2164170114,
2164169762,
2164169705,0897-4756
2164169692,0002-9505
2164169670,0920-5632
2164169643,0040-6090
2164169622,1050-9585
2164169607,0556-2813
2164169541,0018-9251
2164169523,0272-6386
2164169499,0029-5639
2164169473,0195-9131
2164169440,0027-8874
2164169422,
2164169373,0031-9007
2164169353,1754-243X
2164169191,0022-1481
2164169168,1178-1653
2164168914,
2164168879,0735-7044
2164168859,1063-6692
2164168842,
2164168824,0022-3816
2164168740,0306-0012
2164168706,
2164168687,0002-7863
2164168618,0012-1649
2164168550,0044-118X
2164168305,
2164168278,0143-9782
2164168255,
2164168235,
2164168109,0022-3093
2164168080,1550-9087
2164168057,0016-9013
2164168033,0004-637X
2164167940,0092-8674
2164167917,0002-9939
2164167904,
2164167853,
2164167827,2050-7887
2164167808,0278-6656
2164167787,0004-637X
2164167771,
2164167668,1044-3894
2164167621,
2164167597,0031-9007
2164167558,0098-3004
2164167537,1324-9347
2164167145,
2164167126,0163-1829
2164167109,2470-0010
2164167087,1935-2212
2164167025,1086-9379
2164167010,
2164166989,0378-8733
2164166954,1057-7149
2164166816,
2164166767,
2164166746,1077-2626
2164166721,1040-3590
2164166693,0887-378X
2164166654,0925-1022
2164166625,0890-1171
2164166601,1047-9651
2164166584,
2164166476,2470-0010
2164166393,0195-6167
2164166365,0022-0078
2164166330,0375-9474
2164166301,0148-7043
2164166274,2334-2315
2164166160,
2164166116,1079-5014
2164166098,1098-0121
2164166074,
2164166057,
2164166008,0022-1082
2164165972,1126-6708
2164165939,
2164165894,0067-0049
2164165868,
2164165852,0013-936X
2164165524,0027-8424
2164165498,
2164165480,
2164165468,2049-8470
2164165388,1754-8403
2164165355,2329-4124
2164165333,0895-4852
2164165318,0893-9454
2164165190,0960-3174
2164165168,0304-405X
2164165153,1359-1053
2164165117,0027-8424
2164165093,
2164165072,0026-5535
2164165063,
2164165013,0022-3093
2164164969,
2164164963,0026-4075
2164164860,
2164164789,
2164164772,0894-069X
2164164751,0360-0572
2164164510,0375-9474
2164164485,1364-6613
2164164442,0148-8376
2164164440,
2164164348,0006-3525
2164164304,2169-9097
2164164287,0364-3107
2164164004,0004-6361
2164163968,0004-637X
2164163906,0749-5978
2164163884,
2164163863,0090-502X
2164163537,0305-7240
2164163472,0004-6256
2164163439,0148-0227
2164163412,0190-7409
2164163400,
2164163192,1043-0342
2164163165,0090-502X
2164163136,1043-3074
2164163120,0002-9246
2164163032,0047-2530
2164163006,2329-3691
2164162973,0733-4648
2164162949,1077-8012
2164162885,0091-0562
2164162843,1049-7315
2164162821,2211-3681
2164162799,1046-6673
2164162776,0304-405X
2164162720,
2164162687,0963-7214
2164162662,1940-087X
2164162632,0016-7037
2164162602,0142-9612
2164162536,1063-6919
2164162512,
2164162491,0921-5891
2164162427,0301-0104
2164162409,2052-2630
2164162382,0950-7051
2164162359,1098-0121
2164162275,1937-8688
2164162261,
2164162243,2157-8095
2164162166,0001-6322
2164162146,0278-7393
2164162113,1087-0156
2164162095,1550-7998
2164161978,1080-1812
2164161924,1742-6588
2164161876,0031-9007
2164161861,
2164161849,0026-2285
2164161612,
2164161577,1077-5595
2164161544,1523-7060
2164161521,0164-0275
2164161496,
2164161425,0163-7525
2164161397,1545-1151
2164161333,1552-5260
2164161202,
2164161179,
2164161160,
2164161100,1042-7961
2164161065,0020-0190
2164161045,0276-7333
2164161030,
2164160985,
2164160925,
2164160924,0891-2432
2164160901,0937-3462
2164160884,0012-7086
2164160811,
2164160795,1068-8218
2164160779,
2164160766,1086-671X
2164160685,0067-0049
2164160655,0026-6620
2164160640,0147-5967
2164160626,
2164160555,0030-8730
2164160536,0363-7425
2164160512,
2164160494,0001-4826
2164160430,1520-6106
2164160408,0735-2166
2164160381,0094-3509
2164160365,
2164160286,0006-341X
2164160250,1126-6708
2164160232,
2164160213,0022-3506
2164160201,
2164160159,
2164160133,1042-7260
2164160096,1545-1151
2164160060,0031-9007
2164160040,0927-6505
2164159960,0277-9536
2164159931,0954-0121
2164159917,
2164159862,0003-276X
2164159831,0556-2821
2164159811,
2164159789,0022-3263
2164159719,1069-9384
2164159689,0148-558X
2164159667,2045-5895
2164159643,0025-1909
2164159616,1545-1151
